Nhân vật,Năm,Sự kiện
William McKinley,1880,"Garfield được bầu làm chủ tịch tổng thống vào năm 1880 đã tạo ra một chỗ trống trong Ủy ban Phương tiện và Cách thức Hạ viện; McKinley đã được chọn để điền vào vị trí đó, giành được một vị trí trong ủy ban quyền lực nhất chỉ sau hai nhiệm kỳ."
William McKinley,1880,"Năm 1880, ông phục vụ một nhiệm kỳ ngắn với tư cách là đại diện của Ohio trong Ủy ban Quốc gia Đảng Cộng hòa."
William McKinley,1880,"Sherman, người đã giúp thành lập Đảng Cộng hòa, ba lần tranh cử để được Đảng Cộng hòa đề cử làm tổng thống vào những năm 1880, mỗi lần đều thất bại, trong khi Foraker bắt đầu thăng tiến nhanh chóng trong chính trường Ohio vào đầu những năm thập kỷ."
William McKinley,1884,"Năm 1884, ông được bầu làm đại biểu cho đại hội Đảng Cộng hòa năm đó, nơi ông giữ chức chủ tịch Ủy ban về các Nghị quyết và giành được nhiều lời khen ngợi vì cách xử lý đại hội khi được mời làm chủ tọa."
William McKinley,1884,"Blaine, ứng cử viên tổng thống năm 1884 của Đảng Cộng hòa không thành công."
William McKinley,1888,"Mối quan hệ sau này tan vỡ tại Đại hội toàn quốc Đảng Cộng hòa năm 1888, nơi McKinley, Foraker và Hanna đều là đại biểu ủng hộ Sherman."
William McKinley,1888,"Mặc dù Hanna vẫn hoạt động tích cực trong kinh doanh và thúc đẩy các thành viên Đảng Cộng hòa khác, nhưng trong những năm sau 1888, ông đã dành ngày càng nhiều thời gian để thúc đẩy sự nghiệp chính trị của McKinley."
William McKinley,1890,"Do Đạo luật Thuế McKinley ban hành năm 1890 của ông đã gây nên nhiều cuộc tranh cãi, cộng với việc Đảng Dân chủ được quyền phân chia lại các quận Quốc hội tại Ohio để phục vụ lợi ích của họ (tiếng Anh: gerrymandering), McKinley, một thành viên Đảng Cộng hòa, đã phải rời Hạ viện sau cuộc bầu cử dân biểu năm 1890."
Go Yo-han,2004,"Năm 2004, anh trượt khỏi trường trung học sau khi không vượt qua môn Toán và gia nhập FC Seoul."
Go Yo-han,2006,"Năm 2006, anh ra mắt ở Cúp Liên đoàn, sau đó anh có 3 lần ra sân và 2 lần là ở K League 2007 và K League 2008."
Go Yo-han,2009,"Năm 2009, anh có cơ hội trở thành cầu thủ xuất phát sau khi Lee Chung-Yong chuyển đến Bolton Wanderers."
Go Yo-han,2009,"Ngày 5 tháng 10 năm 2009, anh được gọi vào đội tuyển quốc gia Hàn Quốc để thi đấu giao hữu trước Sénégal ngày 14 tháng 10."
Go Yo-han,2018,Vào tháng 5 năm 2018 anh có tên trong đội hình sơ loại 28 người tham dự Giải bóng đá vô địch thế giới 2018 ở Nga.
Bradley Barcola,2002,"Barcola sinh ngày 2 tháng 9 năm 2002 ở Villeurbanne, một thị trấn thuộc Vùng đô thị Lyon."
Bradley Barcola,2020,Barcola lần đầu tiên được gọi lên đội tuyển U-18 quốc gia Pháp vào tháng 1 năm 2020 để thi đấu hai trận giao hữu.
Bradley Barcola,2021,"Sau khi được huấn luyện viên Peter Bosz gọi vào đội một Lyon trong giai đoạn trước mùa giải 2021–22, anh ghi bàn thắng đầu tiên cho đội vào lưới Bourg-en-Bresse."
Bradley Barcola,2021,Barcola có trận ra mắt chuyên nghiệp cho Lyon vào ngày 4 tháng 11 năm 2021 khi thay thế Rayan Cherki ở phút 81 trong chiến thắng 3–0 trên sân nhà trước Sparta Praha ở vòng bảng Europa League.
Bradley Barcola,2022,Barcola có nhiều thời gian thi đấu hơn trong mùa giải 2022–23 khi góp phần vào hàng công của Lyon cùng với vua phá lưới Alexandre Lacazette.
Bradley Barcola,2023,"Vào ngày 7 tháng 5 năm 2023, anh kiến tạo ba bàn cho Lyon và Lacazette để giúp Lyon lội ngược dòng trước Montpellier với tỷ số 5–4, trong một trận đấu kinh dị với tổng cộng chín bàn."
Bradley Barcola,2023,"Vào ngày 31 tháng 8 năm 2023, Barcola gia nhập câu lạc bộ Paris Saint-Germain (PSG) tại Ligue 1 với mức phí được báo cáo là 45 triệu euro và ký hợp đồng có thời hạn 5 năm với PSG."
Bradley Barcola,2024,"Vào ngày 14 tháng 2 năm 2024, anh ghi bàn thắng đầu tiên tại Champions League trong chiến thắng 2–0 trước Real Sociedad trong trận lượt đi vòng 16 đội."
Bradley Barcola,2024,Cầu thủ chạy cánh người Pháp đã nhận được vô số lời khen ngợi cho màn trình diễn của anh trong chiến thắng 4–1 trên sân khách trước Barcelona ở trận lượt về tứ kết Champions League vào ngày 16 tháng 4 năm 2024.
Bradley Barcola,2024,"Vào ngày 10 tháng 6 năm 2024, Barcola được Ligue 1 vinh danh là bản hợp đồng xuất sắc nhất mùa giải."
Bradley Barcola,2024,"Vào ngày 16 tháng 5 năm 2024, Barcola lần đầu tiên được triệp tập vào đội tuyển quốc gia Pháp tham dự UEFA Euro 2024."
Bradley Barcola,2024,"Trong khi đó, câu lạc bộ của anh, Paris Saint-Germain, đã không cho anh và đồng đội Warren Zaïre-Emery thi đấu tại Thế vận hội Mùa hè 2024 ở nước nhà."
Bradley Barcola,2024,"Vào ngày 6 tháng 9 năm 2024, anh ghi bàn thắng chỉ sau 12 giây thi đấu vào lưới Ý tại UEFA Nations League được tổ chức ở sân vận động Công viên các Hoàng tử (tiếng Pháp: Parc des Princes) và lập kỷ lục ghi bàn thắng nhanh nhất cho đội tuyển Pháp trong 90 năm qua."
Rodrigo Bentancur,2009,Bentancur bắt đầu sự nghiệp của mình trong hệ thống cầu thủ trẻ của câu lạc bộ Boca Juniors vào năm 2009.
Rodrigo Bentancur,2015,"Anh sau đó được thăng cấp lên đội một vào năm 2015, và giành được hai danh hiệu Primera División và một Copa America."
Rodrigo Bentancur,2017,"Anh đã được câu lạc bộ Juventus của Ý ký hợp đồng vào năm 2017, nơi anh đã giành được hai danh hiệu Serie A liên tiếp trong số các danh hiệu khác."
Rodrigo Bentancur,2017,"cấp độ quốc tế, anh là thành viên của đội tuyển U20 Uruguay đã giành chức vô địch U-20 Nam Mỹ 2017."
Rodrigo Bentancur,2017,"Anh cũng đã ra mắt đội hình chính cho Uruguay vào năm 2017, sau đó anh đại diện cho đất nước tham gia hai kỳ FIFA World Cup (vào các năm 2018 và 2022) và ba kỳ Copa America (vào các năm 2019, 2021 và 2024), trong đó anh và các đồng đội giành được hạng ba chung cuộc tại Copa America 2024."
Suboi,2009,"Năm 2009, Suboi giành được nhiều chú ý từ khán giả sau hai ca khúc ""Xin hãy thứ tha"" và ""Girls' Night"", hợp tác cùng Hồ Ngọc Hà, đẩy mạnh việc ra mắt album đầu tay của mình, Walk năm 2010, giúp cô trở thành nữ rapper đầu tiên đạt được thành công tại Việt Nam."
Suboi,2009,"Càng ngày Suboi càng được nhiều người công nhận nhất là sau khi cô được mời trình diễn rap cho các bài hát ""My Apology"" và ""Girls' Night"" của ca sĩ nhạc pop Hồ Ngọc Hà vào năm 2009."
Suboi,2010,"Lúc 20 tuổi, Suboi cho phát hành cuốn album đầu lòng WALK vào tháng 8 năm 2010 mà rất được ưa chuộng bởi các người ủng hộ trung thành cũng như giới phê bình nhạc ở Việt Nam."
Suboi,2012,"Sau khi chia tay với hãng sản xuất nhạc Music Faces 2012, Suboi mở hãng nhạc riêng của mình, Suboi Entertainment."
Suboi,2012,"Suboi đã đăng tải đoạn trích 55 giây của ""Run"" lên tài khoản Soundcloud của mình năm 2012."
Suboi,2012,"Cuối năm 2012, Suboi tuyên bố ra mắt album phòng thu thứ hai của mình mang tên Run."
Suboi,2013,"Cô tiếp tục cho rằng album sẽ chắc chắn được phát hành vào tháng 4 năm 2013 và sẽ không bị ""triển hạn."
Suboi,2013,"Tuy nhiên, album vẫn tiếp tục bị trì hoãn."
Suboi,2013,"Tháng 4 năm 2013, Suboi cùng rapper người Anh Lady Leshurr đã tổ chức buổi diễn mang tên Suboi - Lady Leshurr Concert."
Suboi,2013,"Suboi được Kate Hodal từ báo The Guardian nhận xét là ""thẳng thắn"" trong buổi phỏng vấn với Suboi tại Thành phố Hồ Chí Minh năm 2013."
Suboi,2014,"Tháng 9 năm 2014, Run mới chính thức được ra mắt độc quyền trên iTunes của 109 quốc gia."
Suboi,2015,"Năm 2015, Suboi có buổi diễn tại lễ hội âm nhạc CAAM (Center for Asian Amercian Media), được tổ chức tại thành phố San Francisco (Mỹ)."
Suboi,2016,"Năm 2016, tham gia phim điện ảnh Siêu trộm với vai diễn Vi gấy ấn tượng lớn với công chúng."
Suboi,2016,"Ngày 22 tháng 5 năm 2016, Suboi ngay lập tức thu hút sự chú ý của giới truyền thông quốc tế sau khi đọc rap cho Tổng thống Hoa Kỳ Barack Obama tại buổi hỏi đáp với các nhà lãnh đạo trẻ tại Thành phố Hồ Chí Minh, một phần trong chuyến thăm Việt Nam của ông."
Ann Miller,1938,"Buổi đầu sự nghiệp, bà tham gia diễn xuất trong You Can Take It with You (1938) của Frank Capra và bộ phim Room Service (1938) của Marx Bros."
Ann Miller,1940,Bà được chú ý đến trong các vai diễn thuộc các vở nhạc kịch điện ảnh cổ điển Hollywood những năm 1940 và 1950.
Ann Miller,1946,"Miller kết hôn ba lần, với Reese Llewellyn Milner năm 1946, với William Moss năm 1958 và Arthur Cameron năm 1961, giữa những cuộc hôn nhân là các buổi hẹn hò với những người nổi tiếng như Howard Hughes, Conrad Hilton và Louis B."
Ann Miller,1946,Đứa bé chỉ sống vỏn vẹn ba giờ vào ngày 12 tháng 11 năm 1946.
Ann Miller,1948,"Sau đó, bà tham gia bộ phim kinh điển nhạc kịch Easter Parade của Vincent Trinelli (1948), On the Town (1949) của Stanley Donen và Kiss Me Kate (1953) của George Sidney."
Ann Miller,1960,"Năm 1960, Miller nhận được một ngôi sao trên Đại lộ Danh vọng Hollywood."
Ann Miller,1998,"Năm 1998, một Ngôi sao vàng trên Palm Springs, California, Walk of Stars được dành riêng cho bà."
Ann Miller,2004,"Miller qua đời, ở tuổi 80, vì bệnh ung thư phổi vào ngày 22 tháng 1 năm 2004."
Marcus Bettinelli,2006,"Anh bắt đầu sự nghiệp tại Fulham từ năm 14 tuổi vào tháng 7 năm 2006, và ký hợp đồng chuyên nghiệp đầu tiên vào tháng 7 năm 2010."
Marcus Bettinelli,2012,"Ngày 17 tháng 8 năm 2012, Bettinelli gia nhập câu lạc bộ Conference Premier Dartford theo hợp đồng mượn một tháng để tích lũy kinh nghiệm thi đấu."
Marcus Bettinelli,2013,Anh có tổng cộng 42 lần ra sân ở mọi giải đấu trước khi được Fulham triệu hồi vào ngày 26 tháng 3 năm 2013.
Marcus Bettinelli,2013,"Ngày 28 tháng 8 năm 2013, Bettinelli gia nhập câu lạc bộ League Two Accrington Stanley theo hợp đồng mượn một tháng."
Marcus Bettinelli,2013,"Fulham xác nhận ngày 2 tháng 9 rằng Bettinelli sẽ ở lại Accrington cho đến hết mùa giải 2013–14, nhưng anh được triệu hồi ngày 26 tháng 12 và được điền tên vào băng ghế dự bị trong chiến thắng 2–1 trên sân khách trước Norwich City để thay thế David Stockdale."
Marcus Bettinelli,2014,"Ngày 3 tháng 1 năm 2014, anh trở lại Accrington Stanley theo hợp đồng mượn đến ngày 30 tháng 1."
Marcus Bettinelli,2014,"Bettinelli ký gia hạn hợp đồng hai năm với Fulham ngày 10 tháng 1 năm 2014, giữ anh ở lại câu lạc bộ đến tháng 6 năm 2016."
Marcus Bettinelli,2014,"Tháng 11 năm 2014, Bettinelli được triệu tập lần đầu vào đội U21 Anh cho các trận gặp Bồ Đào Nha và Pháp."
Marcus Bettinelli,2015,Anh ra mắt đội U21 trong trận giao hữu thắng 1–0 trên sân khách trước Cộng hòa Séc ngày 27 tháng 3 năm 2015.
Marcus Bettinelli,2016,"Anh là thủ môn dự bị cho David Button hầu hết mùa giải 2016–17 và tưởng rằng sự nghiệp ở Fulham đã kết thúc, nhưng HLV Slaviša Jokanović đã trao cơ hội cho anh trở thành thủ môn chính mùa sau."
Marcus Bettinelli,2017,"Ngày 30 tháng 8 năm 2017, anh ký tiếp hợp đồng mới với Fulham đến tháng 6 năm 2020, với tùy chọn gia hạn thêm một năm."
Marcus Bettinelli,2018,"Tháng 10 năm 2018, Bettinelli ký hợp đồng mới kéo dài đến 2021."
Marcus Bettinelli,2018,"Mùa 2018–19, anh mất vị trí chính thức vào tay thủ môn mượn người Tây Ban Nha Sergio Rico, trước khi HLV Jokanović bị sa thải tháng 11, và tình hình không thay đổi dưới HLV mới Claudio Ranieri."
Marcus Bettinelli,2018,"Tháng 9 năm 2018, anh được triệu tập vào đội tuyển quốc gia Anh cho các trận gặp Tây Ban Nha và Thụy Sĩ."
Kim Dong-suk,2003,Anh gia nhập Anyang LG Cheetahs năm 2003 khi chỉ mới 16 tuổi.
Kim Dong-suk,2006,"Anh có màn ra mắt năm 2006, nhưng anh không ra sân thường xuyên cho đến mùa giải 2007."
Kim Dong-suk,2007,"Kim Dong-Suk là thành viên của đội hình Giải vô địch bóng đá U-20 thế giới 2007, không thể giành chức vô địch ở giải đấu."
Kim Dong-suk,2008,"Cùng với vụ chuyển nhượng đến Ulsan Hyundai Horang-i năm 2008, Kim không thể có chỗ đứng ở vòng một trong đội hình Ulsan, chỉ đá 6 trận trong mùa đó."
Kim Dong-suk,2010,Anh được cho mượn đến Daegu FC thi đấu mùa giải 2010.
Wayne Bridge,1997,Bridge có màn ra mắt Southampton trước Portsmouth vào ngày 13 tháng 8 năm 1997 trong vai trò một trung phong.
Wayne Bridge,1998,Wayne Bridge được đá chính tại đội một vào ngày mở màn mùa giải 1998-99 khi được đưa vào thay cho John Beresford.
Wayne Bridge,1998,Đến ngày 22 tháng 8 năm 1998 anh lại được ra sân trong trận đại thắng Charlton Athletic 5-0 của Southampton.
Wayne Bridge,2000,Từ 4 tháng 3 năm 2000 đến 18 tháng 1 năm 2003 Wayne Bridge đã lập nên một kỉ lục tại giải Ngoại hạng Anh khi chơi liên tục trong 10.160 phút suốt gần 3 mùa giải mà không bị chấn thương hay bị đuổi ra vì lãnh thẻ.
Wayne Bridge,2002,Khi Sven-Göran Eriksson trao cho anh suất thi đấu ở đội tuyển Anh lần đầu tiên trước Hà Lan vào ngày 13 tháng 2 năm 2002.
Wayne Bridge,2002,"Anh đã nhanh chóng chứng tỏ mình và xuất hiện lần thứ hai trong một sự thay đổi người tại World Cup 2002, mặc dù anh đã không xuất hiện ở tất cả các trận đấu tại Euro 2004, với việc Ashley Cole thi đấu rất hay trong vai trò của Bridge."
Wayne Bridge,2003,Tháng 7 năm 2003 Wayne Bridge cập bến Chelsea sau khi câu lạc bộ Luân Đôn đã chi ra 7 triệu bảng Anh kèm theo hậu vệ Graeme Le Saux.
Wayne Bridge,2003,"Anh có trận mở màn trong trận tứ kết UEFA Champions League 2003-04 với Arsenal và Bridge đã ghi bàn ở phút thứ 88 (bàn thắng sau này được bình chọn là bàn thắng đẹp của mùa giải 2003-04) đem lại chiến thắng cho ""The Blues"", đồng thời giúp Chelsea có mặt tại Bán kết Champions League."
